acct_id,is_college_pass,total_tickets,total_seats,unique_events,total_spent,avg_ticket_price,median_ticket_price,min_ticket_price,max_ticket_price,total_purchase_price,avg_purchase_price,fiscal_year,active_fy23,active_fy24,active_both_years,first_purchase_date,last_purchase_date,avg_days_before_event,median_days_before_event,min_days_before_event,max_days_before_event,ticket_type_distribution,ticket_type_distribution_fy23,ticket_type_distribution_fy24,source_distribution,age_first,gender_first,marital_status_first,education_first,zip_first,subscription_expected_events,subscription_actual_events,subscription_event_gap,subscription_utilization_pct,subscription_packages
8771943,False,3,8,3,376.0,125.33333333333331,124.0,112.0,140.0,157.0,52.333333333333336,"FY23, FY24",True,True,True,2022-12-18,2023-11-15,8.666666666666666,5.0,4.0,17.0,{'Single Ticket': 3},{'Single Ticket': 1},{'Single Ticket': 2},{'online': 3},32.0,Female,Single,,30324,,,,,
8772301,False,1,1,1,68.0,68.0,68.0,68.0,68.0,68.0,68.0,FY24,False,True,False,2023-10-04,2023-10-04,3.0,3.0,3.0,3.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},60.0,Female,Single,High School,,,,,,
8772550,False,13,18,9,548.0,42.15384615384615,23.25,23.25,90.0,367.0,28.23076923076923,"FY23, FY24",True,True,True,2022-05-01,2023-03-25,303.2307692307692,336.0,161.0,449.0,"{'Fixed Freshman Subscription Sunday': 8, 'Fixed Sophomore  Subscription Sunday': 4, 'Single Ticket': 1}",{'Fixed Freshman Subscription Sunday': 8},"{'Fixed Sophomore  Subscription Sunday': 4, 'Single Ticket': 1}","{'online': 8, 'onlin': 5}",48.0,Male,Married,Graduate School,30044,8.0,8.0,0.0,1.0,2.0
8772560,False,4,8,4,860.0,215.0,215.0,204.0,226.0,430.0,107.5,FY23,True,False,False,2022-05-01,2022-05-01,256.75,266.5,161.0,333.0,{'CYO Subscription': 4},{'CYO Subscription': 4},{},{'online': 4},56.0,Male,Single,Graduate School,10014,,,,,
8772751,False,2,4,1,151.0,75.5,75.5,46.0,105.0,81.0,40.5,FY23,True,False,False,2022-11-19,2022-11-19,12.0,12.0,12.0,12.0,{'Single Ticket': 2},{'Single Ticket': 2},{},{'online': 2},,Female,Inferred Single,,30101,,,,,
8772812,False,4,12,3,291.0,72.75,72.75,72.75,72.75,97.0,24.25,FY24,False,True,False,2023-06-14,2024-02-11,186.25,186.5,4.0,368.0,{'Fixed Freshman Subscription Sunday': 4},{},{'Fixed Freshman Subscription Sunday': 4},"{'onlin': 2, 'ASO Staff': 2}",52.0,Male,Married,College,30126,4.0,3.0,1.0,0.75,1.0
8772924,False,1,2,1,110.0,110.0,110.0,110.0,110.0,55.0,55.0,FY24,False,True,False,2023-09-02,2023-09-02,70.0,70.0,70.0,70.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},38.0,Female,Married,College,30350,,,,,
8772988,False,12,24,12,840.0,70.0,70.0,56.0,84.0,420.0,35.0,"FY23, FY24",True,True,True,2022-05-02,2023-07-31,304.4166666666667,329.5,103.0,444.0,"{'Fixed Freshman Subscription 6 Concert': 6, 'Fixed Sophomore Subscription 6 Concert': 6}",{'Fixed Freshman Subscription 6 Concert': 6},{'Fixed Sophomore Subscription 6 Concert': 6},{'ASO Staff': 12},68.0,Male,Married,,30087,12.0,12.0,0.0,1.0,2.0
8773587,False,12,24,12,527.0,43.916666666666664,46.0,23.0,48.0,263.5,21.958333333333332,"FY23, FY24",True,True,True,2022-05-02,2024-02-01,148.66666666666666,155.5,10.0,400.0,"{'Fixed Freshman Subscription 6 Concert': 6, 'Fixed Established Subscription 6 Concert': 6}",{'Fixed Freshman Subscription 6 Concert': 6},{'Fixed Established Subscription 6 Concert': 6},"{'online': 6, 'onlin': 6}",52.0,Female,Married,High School,30306,12.0,12.0,0.0,1.0,2.0
8773826,False,1,2,1,102.0,102.0,102.0,102.0,102.0,51.0,51.0,FY23,True,False,False,2022-12-01,2022-12-01,10.0,10.0,10.0,10.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},76.0,Male,Single,,30068,,,,,
8773858,False,1,2,1,62.0,62.0,62.0,62.0,62.0,31.0,31.0,FY24,False,True,False,2023-11-01,2023-11-01,8.0,8.0,8.0,8.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},48.0,Male,Single,,30043,,,,,
8774051,True,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,College Pass,False,False,False,2023-06-10,2024-05-08,1.75,1.5,0.0,4.0,{},{},{},{'online': 4},,Female,Single,High School,30260,,,,,
8774957,False,3,4,2,315.0,105.0,112.0,80.0,123.0,259.0,86.33333333333333,FY24,False,True,False,2024-03-30,2024-06-13,3.3333333333333335,2.0,2.0,6.0,{'Single Ticket': 3},{},{'Single Ticket': 3},{'online': 3},74.0,Male,Married,College,,,,,,
8775394,False,2,2,1,86.0,43.0,43.0,43.0,43.0,86.0,43.0,FY24,False,True,False,2023-11-10,2023-11-10,8.0,8.0,8.0,8.0,{'CYO Subscription': 2},{},{'CYO Subscription': 2},{'onlin': 2},40.0,Female,Single,College,30030,,,,,
8775492,False,1,2,1,102.0,102.0,102.0,102.0,102.0,51.0,51.0,FY23,True,False,False,2022-10-07,2022-10-07,1.0,1.0,1.0,1.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},52.0,Male,Single,High School,,,,,,
8775705,False,1,2,1,98.0,98.0,98.0,98.0,98.0,49.0,49.0,FY24,False,True,False,2023-12-09,2023-12-09,14.0,14.0,14.0,14.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},56.0,Male,Married,Graduate School,30034,,,,,
8776102,False,1,1,1,61.0,61.0,61.0,61.0,61.0,61.0,61.0,FY24,False,True,False,2024-03-08,2024-03-08,8.0,8.0,8.0,8.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},36.0,Male,Single,College,30066,,,,,
8776256,False,1,6,1,228.0,228.0,228.0,228.0,228.0,38.0,38.0,FY24,False,True,False,2024-05-06,2024-05-06,24.0,24.0,24.0,24.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},50.0,Male,Married,College,31204,,,,,
8776799,False,1,1,1,78.0,78.0,78.0,78.0,78.0,78.0,78.0,FY24,False,True,False,2023-10-21,2023-10-21,0.0,0.0,0.0,0.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},42.0,Male,Single,,30306,,,,,
8777460,False,10,20,10,444.0,44.4,50.0,36.0,50.0,222.0,22.2,"FY23, FY24",True,True,True,2022-08-20,2023-04-06,252.9,261.0,50.0,408.0,"{'Fixed Sophomore Subscription 6 Concert': 6, 'Fixed Freshman Subscription Sunday': 4}",{'Fixed Freshman Subscription Sunday': 4},{'Fixed Sophomore Subscription 6 Concert': 6},"{'onlin': 6, 'online': 4}",34.0,Male,Single,High School,30308,10.0,10.0,0.0,1.0,2.0
8777740,False,1,4,1,184.0,184.0,184.0,184.0,184.0,46.0,46.0,FY23,True,False,False,2023-02-17,2023-02-17,71.0,71.0,71.0,71.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},60.0,Female,Married,High School,,,,,,
8778031,False,10,20,10,638.0,63.8,67.0,59.0,67.0,319.0,31.9,"FY23, FY24",True,True,True,2022-05-05,2023-06-09,279.6,323.5,16.0,420.0,"{'Fixed Sophomore Subscription 6 Concert': 6, 'Fixed Freshman Subscription Sunday': 4}",{'Fixed Freshman Subscription Sunday': 4},{'Fixed Sophomore Subscription 6 Concert': 6},"{'ASO Staff': 7, 'online': 3}",70.0,Female,Married,College,30324-5219,10.0,10.0,0.0,1.0,2.0
8778301,False,6,11,5,461.0,76.83333333333333,66.0,33.0,158.0,246.0,41.0,"FY23, FY24",True,True,True,2022-10-03,2024-03-23,6.166666666666667,5.0,0.0,16.0,"{'Discounted CYO Subscription': 4, 'Single Ticket': 2}","{'Discounted CYO Subscription': 4, 'Single Ticket': 1}",{'Single Ticket': 1},{'online': 6},46.0,Male,Married,College,30306,,,,,
8778418,False,2,9,2,483.0,241.5,241.5,111.0,372.0,99.0,49.5,"FY23, FY24",True,True,True,2022-09-11,2023-09-04,47.5,47.5,27.0,68.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},60.0,Male,Single,Graduate School,,,,,,
8778454,False,1,1,1,159.0,159.0,159.0,159.0,159.0,159.0,159.0,FY24,False,True,False,2023-08-18,2023-08-18,68.0,68.0,68.0,68.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},76.0,Male,Married,High School,32309,,,,,
8778972,False,6,8,4,388.5,64.75,53.0,35.25,106.0,282.5,47.083333333333336,FY24,False,True,False,2023-03-15,2024-05-01,134.66666666666666,89.0,31.0,459.0,{'Fixed Freshman Subscription Sunday': 6},{},{'Fixed Freshman Subscription Sunday': 6},"{'onlin': 5, 'ASO Staff': 1}",48.0,Male,Married,Graduate School,30306,4.0,4.0,0.0,1.0,1.0
8779063,False,1,4,1,204.0,204.0,204.0,204.0,204.0,51.0,51.0,FY23,True,False,False,2022-08-16,2022-08-16,53.0,53.0,53.0,53.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},42.0,Female,Single,,30022,,,,,
8779157,False,1,2,1,128.0,128.0,128.0,128.0,128.0,64.0,64.0,FY23,True,False,False,2023-05-11,2023-05-11,35.0,35.0,35.0,35.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},52.0,Female,Single,High School,30312,,,,,
8779241,True,9,11,7,179.0,19.88888888888889,0.0,0.0,62.0,122.0,13.555555555555555,"College Pass, FY23, FY24",True,True,True,2023-01-31,2024-04-30,6.888888888888889,2.0,1.0,27.0,{'Single Ticket': 3},{'Single Ticket': 1},{'Single Ticket': 2},{'online': 9},64.0,Unknown,Inferred Single,High School,30024,,,,,
8779620,False,1,2,1,280.0,280.0,280.0,280.0,280.0,140.0,140.0,FY24,False,True,False,2024-03-09,2024-03-09,35.0,35.0,35.0,35.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},54.0,Female,Single,High School,30165,,,,,
8780677,False,5,10,5,990.0,198.0,204.0,152.0,226.0,495.0,99.0,"FY23, FY24",True,True,True,2022-05-07,2023-11-28,215.8,259.0,16.0,349.0,"{'CYO Subscription': 4, 'Single Ticket': 1}",{'CYO Subscription': 4},{'Single Ticket': 1},{'online': 5},60.0,Female,Single,High School,30307,,,,,
8780797,False,1,2,1,134.0,134.0,134.0,134.0,134.0,67.0,67.0,FY23,True,False,False,2022-10-06,2022-10-06,0.0,0.0,0.0,0.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},30.0,Male,Single,High School,30329,,,,,
8780850,False,3,3,3,84.0,28.0,26.0,23.0,35.0,84.0,28.0,"FY23, FY24",True,True,True,2023-01-27,2024-02-17,4.333333333333333,1.0,0.0,12.0,{'Single Ticket': 3},{'Single Ticket': 2},{'Single Ticket': 1},{'online': 3},64.0,Male,Married,High School,92880,,,,,
8780911,False,1,1,1,44.0,44.0,44.0,44.0,44.0,44.0,44.0,FY24,False,True,False,2024-05-10,2024-05-10,8.0,8.0,8.0,8.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'ASO Staff': 1},48.0,Male,Married,Graduate School,30094,,,,,
8781127,True,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,College Pass,False,False,False,2023-02-03,2024-04-29,2.411764705882353,2.0,0.0,5.0,{},{},{},"{'online': 16, 'ASO Staff': 1}",,,,,30332-1400,,,,,
8781372,False,1,3,1,135.0,135.0,135.0,135.0,135.0,45.0,45.0,FY24,False,True,False,2024-05-04,2024-05-04,14.0,14.0,14.0,14.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},56.0,Male,Single,High School,30152,,,,,
8781386,False,1,2,1,114.0,114.0,114.0,114.0,114.0,57.0,57.0,FY24,False,True,False,2024-02-20,2024-02-20,4.0,4.0,4.0,4.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},52.0,Male,Married,High School,30093,,,,,
8781809,False,1,2,1,90.0,90.0,90.0,90.0,90.0,45.0,45.0,FY23,True,False,False,2022-07-17,2022-07-17,147.0,147.0,147.0,147.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},54.0,Female,Single,High School,,,,,,
8782252,False,4,14,3,938.0,234.5,257.0,106.0,318.0,294.0,73.5,"FY23, FY24",True,True,True,2022-10-07,2023-08-08,66.5,66.5,1.0,132.0,{'Single Ticket': 4},{'Single Ticket': 2},{'Single Ticket': 2},{'online': 4},30.0,Male,Single,College,,,,,,
8782446,False,1,2,1,144.0,144.0,144.0,144.0,144.0,72.0,72.0,FY23,True,False,False,2023-02-05,2023-02-05,6.0,6.0,6.0,6.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},38.0,Male,Single,High School,,,,,,
8782557,False,1,1,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,FY24,False,True,False,2023-12-15,2023-12-15,8.0,8.0,8.0,8.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'ASO Staff': 1},,,,,,,,,,
8782998,False,3,8,3,394.0,131.33333333333334,153.0,76.0,165.0,144.0,48.0,"FY23, FY24",True,True,True,2023-01-21,2023-09-22,77.66666666666667,21.0,15.0,197.0,{'Single Ticket': 3},{'Single Ticket': 1},{'Single Ticket': 2},"{'online': 2, 'ASO Staff': 1}",44.0,Female,Married,High School,30052,,,,,
8783237,True,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,College Pass,False,False,False,2023-02-21,2023-02-21,3.0,3.0,3.0,3.0,{},{},{},{'online': 1},,,,,30030,,,,,
8783657,False,5,15,2,1379.0,275.8,267.0,89.0,558.0,457.0,91.4,"FY23, FY24",True,True,True,2022-07-28,2023-11-10,30.0,30.0,30.0,30.0,{'Single Ticket': 5},{'Single Ticket': 2},{'Single Ticket': 3},{'online': 5},62.0,Male,Married,College,30152,,,,,
8783769,False,2,4,2,124.8,62.4,62.4,36.8,88.0,62.4,31.2,"FY23, FY24",True,True,True,2023-01-26,2024-04-04,5.5,5.5,2.0,9.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},60.0,Male,Married,High School,30316,,,,,
8783913,True,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,College Pass,False,False,False,2023-10-16,2024-01-22,4.166666666666667,4.5,3.0,5.0,{},{},{},{'online': 6},26.0,Female,Inferred Single,High School,30309,,,,,
8783961,False,1,4,1,80.0,80.0,80.0,80.0,80.0,20.0,20.0,FY23,True,False,False,2022-11-18,2022-11-18,,,,,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},40.0,Male,Married,College,30306,,,,,
8784081,True,30,32,27,56.0,1.8666666666666667,0.0,0.0,14.0,56.0,1.8666666666666667,College Pass,False,False,False,2022-12-06,2024-06-10,4.461538461538462,4.0,2.0,16.0,{},{},{},{'online': 30},54.0,Male,Single,High School,30309,,,,,
8784261,False,1,2,1,70.0,70.0,70.0,70.0,70.0,35.0,35.0,FY23,True,False,False,2022-09-12,2022-09-12,80.0,80.0,80.0,80.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},52.0,Female,Single,High School,30092,,,,,
8784500,False,1,2,1,92.0,92.0,92.0,92.0,92.0,46.0,46.0,FY24,False,True,False,2024-02-23,2024-02-23,50.0,50.0,50.0,50.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'ASO Staff': 1},,,,,30307,,,,,
8784720,False,1,2,1,112.0,112.0,112.0,112.0,112.0,56.0,56.0,FY24,False,True,False,2024-02-01,2024-02-01,14.0,14.0,14.0,14.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},40.0,Female,Single,High School,,,,,,
8785323,False,6,12,6,204.0,34.0,34.0,34.0,34.0,102.0,17.0,FY23,True,False,False,2022-05-11,2022-05-11,271.1666666666667,275.5,150.0,374.0,{'Fixed Freshman Subscription 6 Concert': 6},{'Fixed Freshman Subscription 6 Concert': 6},{},{'online': 6},32.0,Female,Single,College,30033,6.0,6.0,0.0,1.0,1.0
8785746,False,3,6,3,394.0,131.33333333333334,138.0,86.0,170.0,197.0,65.66666666666667,FY24,False,True,False,2023-09-28,2024-04-28,21.666666666666668,11.0,3.0,51.0,{'Single Ticket': 3},{},{'Single Ticket': 3},{'online': 3},52.0,Male,Single,High School,30030,,,,,
8785923,False,1,2,1,102.0,102.0,102.0,102.0,102.0,51.0,51.0,FY23,True,False,False,2023-01-23,2023-01-23,19.0,19.0,19.0,19.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},34.0,Male,Married,High School,30317,,,,,
8785965,False,1,2,1,98.0,98.0,98.0,98.0,98.0,49.0,49.0,FY24,False,True,False,2023-12-18,2023-12-18,5.0,5.0,5.0,5.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},28.0,Female,Single,High School,30252,,,,,
8786262,False,1,1,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,FY23,True,False,False,2023-01-30,2023-01-30,4.0,4.0,4.0,4.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},30.0,Male,Single,High School,30345,,,,,
8786530,False,5,11,5,502.0,100.4,99.0,44.0,153.0,231.0,46.2,"FY23, FY24",True,True,True,2022-12-17,2024-01-01,69.2,58.0,33.0,129.0,{'Single Ticket': 5},{'Single Ticket': 3},{'Single Ticket': 2},{'online': 5},50.0,Female,Married,College,30076,,,,,
8786709,False,1,2,1,176.0,176.0,176.0,176.0,176.0,88.0,88.0,FY24,False,True,False,2024-01-20,2024-01-20,14.0,14.0,14.0,14.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},46.0,Male,Married,High School,30060,,,,,
8786800,False,15,17,14,1034.0,68.93333333333334,74.5,25.5,152.0,883.5,58.9,"FY23, FY24",True,True,True,2022-08-31,2024-05-30,64.06666666666666,11.0,0.0,381.0,"{'Fixed Upgrade Subscription 6 Concert': 6, 'Single Ticket': 5, 'Discounted CYO Subscription': 4}","{'Discounted CYO Subscription': 4, 'Single Ticket': 3}","{'Fixed Upgrade Subscription 6 Concert': 6, 'Single Ticket': 2}","{'ASO Staff': 11, 'online': 3, 'onlin': 1}",,,,,30364,6.0,6.0,0.0,1.0,1.0
8786872,False,23,42,21,1056.0,45.91304347826087,46.0,22.0,69.0,632.0,27.47826086956522,"FY23, FY24",True,True,True,2022-09-19,2024-05-25,212.5217391304348,213.0,4.0,419.0,"{'Fixed Established Subscription 6 Concert': 12, 'Fixed Freshman Subscription 6 Concert': 6, 'Single Ticket': 5}","{'Fixed Freshman Subscription 6 Concert': 6, 'Single Ticket': 1}","{'Fixed Established Subscription 6 Concert': 12, 'Single Ticket': 4}","{'onlin': 16, 'online': 6, 'ASO Staff': 1}",60.0,Male,Single,High School,30327,12.0,18.0,-6.0,1.5,2.0
8787476,False,1,2,1,52.0,52.0,52.0,52.0,52.0,26.0,26.0,FY24,False,True,False,2024-05-30,2024-05-30,2.0,2.0,2.0,2.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},42.0,Female,Married,College,30318,,,,,
8787581,False,1,4,1,356.0,356.0,356.0,356.0,356.0,89.0,89.0,FY23,True,False,False,2022-10-16,2022-10-16,63.0,63.0,63.0,63.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},78.0,Male,Married,,30305,,,,,
8787943,False,11,21,11,1589.0,144.45454545454547,142.0,99.0,164.0,844.0,76.72727272727273,"FY23, FY24",True,True,True,2022-06-22,2023-03-23,271.6363636363636,281.0,141.0,434.0,"{'CYO Subscription': 8, 'Single Ticket': 3}","{'CYO Subscription': 5, 'Single Ticket': 2}","{'CYO Subscription': 3, 'Single Ticket': 1}","{'online': 4, 'ASO Staff': 4, 'onlin': 3}",76.0,Female,Married,Graduate School,30030,,,,,
8788083,False,4,8,4,400.0,100.0,100.0,100.0,100.0,200.0,50.0,FY23,True,False,False,2022-05-13,2023-01-20,145.75,88.0,37.0,370.0,{'CYO Subscription': 4},{'CYO Subscription': 4},{},{'ASO Staff': 4},26.0,Male,Single,High School,30305,,,,,
8788199,False,1,2,1,70.0,70.0,70.0,70.0,70.0,35.0,35.0,FY23,True,False,False,2023-03-11,2023-03-11,35.0,35.0,35.0,35.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},56.0,Male,Married,High School,30097,,,,,
8788233,False,1,2,1,74.0,74.0,74.0,74.0,74.0,37.0,37.0,FY23,True,False,False,2023-06-14,2023-06-14,3.0,3.0,3.0,3.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},52.0,Female,Inferred Single,High School,30076,,,,,
8788527,False,2,4,2,174.0,87.0,87.0,30.0,144.0,87.0,43.5,"FY23, FY24",True,True,True,2022-10-11,2023-12-05,33.0,33.0,5.0,61.0,{'Single Ticket': 2},{'Single Ticket': 1},{'Single Ticket': 1},{'online': 2},54.0,Female,Single,,,,,,,
8788684,True,21,22,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,College Pass,False,False,False,2023-01-12,2024-06-15,2.5714285714285716,2.0,0.0,10.0,{},{},{},{'online': 21},,,,,30022,,,,,
8788792,False,3,6,3,198.0,66.0,66.0,66.0,66.0,99.0,33.0,FY23,True,False,False,2023-01-09,2023-01-09,81.33333333333333,96.0,31.0,117.0,{'Discounted CYO Subscription': 3},{'Discounted CYO Subscription': 3},{},{'online': 3},32.0,Female,Single,College,30339,,,,,
8788875,False,1,3,1,153.0,153.0,153.0,153.0,153.0,51.0,51.0,FY23,True,False,False,2023-01-24,2023-01-24,10.0,10.0,10.0,10.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},54.0,Male,Single,Graduate School,30043,,,,,
8789847,False,1,2,1,70.0,70.0,70.0,70.0,70.0,35.0,35.0,FY24,False,True,False,2023-11-24,2023-11-24,15.0,15.0,15.0,15.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},72.0,Female,Married,High School,30126,,,,,
8789870,False,4,8,4,568.0,142.0,142.0,142.0,142.0,284.0,71.0,FY23,True,False,False,2022-12-12,2022-12-12,111.5,113.0,40.0,180.0,{'CYO Subscription': 4},{'CYO Subscription': 4},{},{'ASO Staff': 4},24.0,Male,Inferred Single,,30338,,,,,
8789905,False,1,2,1,156.0,156.0,156.0,156.0,156.0,78.0,78.0,FY24,False,True,False,2024-02-15,2024-02-15,1.0,1.0,1.0,1.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},32.0,Male,Married,College,31701,,,,,
8790044,False,9,17,8,820.0,91.11111111111111,78.0,64.0,122.0,442.0,49.111111111111114,"FY23, FY24",True,True,True,2022-05-15,2024-01-27,183.44444444444449,180.0,0.0,399.0,"{'CYO Subscription': 4, 'Discounted CYO Subscription': 4, 'Single Ticket': 1}",{'CYO Subscription': 4},"{'Discounted CYO Subscription': 4, 'Single Ticket': 1}","{'online': 4, 'onlin': 4, 'ASO Staff': 1}",,,,,30318,,,,,
8790331,False,1,3,1,234.0,234.0,234.0,234.0,234.0,78.0,78.0,FY24,False,True,False,2024-04-02,2024-04-02,23.0,23.0,23.0,23.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},58.0,Female,Married,College,30024,,,,,
8790363,False,3,3,3,241.0,80.33333333333333,75.0,65.0,101.0,241.0,80.33333333333333,"FY23, FY24",True,True,True,2022-12-08,2023-11-20,27.666666666666668,27.0,12.0,44.0,{'Single Ticket': 3},{'Single Ticket': 1},{'Single Ticket': 2},{'online': 3},24.0,Female,Married,Graduate School,30045,,,,,
8790532,False,1,2,1,64.0,64.0,64.0,64.0,64.0,32.0,32.0,FY24,False,True,False,2023-09-26,2023-09-26,23.0,23.0,23.0,23.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},,Male,Single,High School,,,,,,
8790966,False,5,11,5,806.0,161.2,150.0,89.0,279.0,376.0,75.2,"FY23, FY24",True,True,True,2022-09-24,2024-04-07,2.4,2.0,0.0,6.0,{'Single Ticket': 5},{'Single Ticket': 4},{'Single Ticket': 1},{'online': 5},,,,,30312,,,,,
8791025,False,1,3,1,75.0,75.0,75.0,75.0,75.0,25.0,25.0,FY23,True,False,False,2023-06-08,2023-06-08,2.0,2.0,2.0,2.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},40.0,Male,Married,Graduate School,,,,,,
8791166,False,12,24,11,1200.0,100.0,100.0,100.0,100.0,600.0,50.0,FY23,True,False,False,2022-05-24,2022-11-18,247.16666666666663,269.5,123.0,382.0,{'Fixed Freshman Subscription 6 Concert': 12},{'Fixed Freshman Subscription 6 Concert': 12},{},"{'online': 10, 'ASO Staff': 2}",38.0,Female,Single,High School,30305,6.0,11.0,-5.0,1.8333333333333333,1.0
8791328,False,1,3,1,90.0,90.0,90.0,90.0,90.0,30.0,30.0,FY23,True,False,False,2023-01-21,2023-01-21,7.0,7.0,7.0,7.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},40.0,Male,Single,College,30329,,,,,
8791540,False,1,2,1,102.0,102.0,102.0,102.0,102.0,51.0,51.0,FY23,True,False,False,2022-09-27,2022-09-27,221.0,221.0,221.0,221.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},68.0,Female,Single,College,30309-7028,,,,,
8791563,False,1,2,1,152.0,152.0,152.0,152.0,152.0,76.0,76.0,FY24,False,True,False,2024-01-30,2024-01-30,72.0,72.0,72.0,72.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'ASO Staff': 1},60.0,Female,Single,High School,30318,,,,,
8791657,False,1,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,FY23,True,False,False,2023-01-12,2023-01-12,0.0,0.0,0.0,0.0,{'Fixed Freshman Subscription 12 Concert': 1},{'Fixed Freshman Subscription 12 Concert': 1},{},{'ASO Staff': 1},,,,,,12.0,1.0,11.0,0.08333333333333333,1.0
8791759,False,4,8,4,694.0,173.5,167.0,128.0,232.0,347.0,86.75,"FY23, FY24",True,True,True,2023-03-11,2024-01-27,3.25,4.0,0.0,5.0,{'Single Ticket': 4},{'Single Ticket': 3},{'Single Ticket': 1},{'online': 4},74.0,Male,Married,Graduate School,30253,,,,,
8791889,False,6,12,6,161.0,26.833333333333332,23.0,23.0,46.0,80.5,13.416666666666666,FY23,True,False,False,2022-05-17,2022-12-01,205.66666666666663,208.5,0.0,394.0,{'Fixed Freshman Subscription 6 Concert': 6},{'Fixed Freshman Subscription 6 Concert': 6},{},{'online': 6},66.0,Male,Married,College,30329,6.0,6.0,0.0,1.0,1.0
8792023,False,1,2,1,96.0,96.0,96.0,96.0,96.0,48.0,48.0,FY24,False,True,False,2024-02-22,2024-02-22,49.0,49.0,49.0,49.0,{'Single Ticket': 1},{},{'Single Ticket': 1},{'online': 1},56.0,Male,Married,Graduate School,30338,,,,,
8792234,False,1,1,1,35.0,35.0,35.0,35.0,35.0,35.0,35.0,FY23,True,False,False,2022-11-14,2022-11-14,17.0,17.0,17.0,17.0,{'Single Ticket': 1},{'Single Ticket': 1},{},{'online': 1},26.0,Male,Inferred Single,High School,30342,,,,,
8792312,False,4,8,4,218.0,54.5,51.0,46.0,70.0,109.0,27.25,"FY23, FY24",True,True,True,2022-08-23,2024-01-10,93.0,101.5,58.0,111.0,{'Single Ticket': 4},{'Single Ticket': 2},{'Single Ticket': 2},{'online': 4},48.0,Male,Single,High School,30122,,,,,
